date, pm25, pm10, o3, no2, co
2019/5/29, 23, 11, 26, 5, 2
2019/5/30, 28, 15, 25, 5, 2
2019/5/31, 26, 11, 30, 8, 3
2019/6/1, 24, 14, 46, 5, 3
2019/6/2, 40, 11, 28, 6, 2
2019/6/3, 22, 15, 38, 7, 2
2019/6/4, 28, 16, 26, 9, 3
2019/6/5, 43, 8, 32, 4, 2
2019/6/6, 17, 11, 35, 8, 3
2019/6/7, 26, 12, 28, 3, 2
2019/6/8, 17, 16, 29, 5, 2
2019/6/9, 27, 14, 35, 4, 2
2019/6/10, 33, 15, 35, 6, 2
2019/6/11, 42, 8, 27, 15, 3
2019/6/14, 45, 8, 34, 7, 2
2019/6/15, 31, 10, 28, 7, 3
2019/6/16, 33, 10, 33, 7, 2
2019/6/17, 28, 17, 35, 14, 3
2019/6/18, 45, 12, 37, 8, 3
2019/6/19, 41, 41, 35, 8, 3
2019/6/20, 52, 14, 31, 8, 2
2019/6/21, 26, 10, 38, 5, 2
2019/6/22, 31, 16, 48, 5, 3
2019/6/23, 50, 18, 63, 6, 3
2019/6/24, 51, 25, 91, 8, 4
2019/6/25, 68, 26, 47, 7, 3
2019/6/26, 68, 13, 30, 3, 2
2019/6/27, 29, 17, 32, 3, 2
2019/6/28, 39, 21, 72, 5, 3
2019/6/29, 48, 18, 38, 6, 3
2019/6/30, 50, 14, 28, 5, 2
2019/1/1, 56, 24, 29, 9, 2
2019/1/2, 33, 14, 23, 17, 2
2019/1/3, 17, 13, 21, 12, 2
2019/1/4, 18, 13, 24, 8, 2
2019/1/5, 14, 14, 21, 13, 2
2019/1/6, 25, 22, 19, 12, 2
2019/1/7, 41, 23, 27, 6, 2
2019/1/8, 33, 17, 19, 10, 2
2019/1/9, 23, 16, 15, 24, 3
2019/1/10, 24, 10, 22, 12, 2
2019/1/11, 14, , 23, 6, 2
2019/1/12, 16, , 25, 5, 2
2019/1/13, 19, , 25, 12, 2
2019/1/14, 10, 15, 19, 10, 2
2019/1/15, 21, 12, 23, 10, 2
2019/1/16, 27, 8, 24, 11, 2
2019/1/17, 18, 15, 15, 25, 3
2019/1/18, 25, 20, 10, 18, 3
2019/1/19, 63, 17, 13, 16, 3
2019/1/20, 55, 30, 4, 28, 6
2019/1/21, 83, 37, 6, 22, 4
2019/1/22, 103, 24, 16, 11, 2
2019/1/23, 74, 39, 9, 18, 3
2019/1/24, 115, 36, 10, 19, 3
2019/1/25, 93, 10, 22, 6, 2
2019/1/26, 18, 7, 24, 5, 2
2019/1/27, 10, 9, 21, 9, 2
2019/1/28, 12, 12, 20, 17, 2
2019/1/29, 25, 16, 14, 18, 3
2019/1/30, 47, 18, 17, 18, 2
2019/1/31, 57, 26, 12, 16, 3
2019/2/1, 63, 37, 6, 16, 4
2019/2/2, 99, 14, 17, 16, 3
2019/2/3, 32, 12, 14, 13, 2
2019/2/4, 31, 27, 6, 17, 2
2019/2/5, 68, 14, 10, 18, 3
2019/2/6, 40, 12, 26, 8, 2
2019/2/7, 19, 9, 22, 8, 2
2019/2/8, 16, 20, 29, 5, 2
2019/2/9, 27, 6, 26, 6, 3
2019/2/10, 11, 17, 24, 11, 3
2019/2/11, 18, 16, 20, 14, 3
2019/2/12, 19, 23, 17, 18, 3
2019/2/13, 51, 25, 10, 25, 4
2019/2/14, 63, 23, 9, 30, 4
2019/2/15, 50, 35, 13, 26, 4
2019/2/16, 83, 34, 21, 18, 4
2019/2/17, 90, 32, 19, 20, 3
2019/2/18, 67, 15, 23, 11, 2
2019/2/19, 18, 18, 27, 14, 3
2019/2/20, 28, 25, 14, 17, 3
2019/2/21, 61, 22, 13, 17, 3
2019/2/22, 57, 21, 13, 12, 3
2019/2/23, 58, 22, 20, 19, 4
2019/2/24, 60, 29, 12, 27, 6
2019/2/25, 70, 32, 13, 28, 6
2019/2/26, 75, 35, 13, 30, 5
2019/2/27, 81, 39, 24, 25, 4
2019/2/28, 95, 26, 26, 11, 3
2019/3/1, 53, 19, 25, 9, 3
2019/3/2, 48, 9, 26, 5, 2
2019/3/3, 19, 11, 30, 5, 2
2019/3/4, 14, 14, 31, 8, 2
2019/3/5, 19, 11, 19, 10, 3
2019/3/6, 23, 11, 30, 6, 2
2019/3/7, 19, 17, 32, 5, 2
2019/3/8, 25, 16, 34, 4, 2
2019/3/9, 21, 12, 30, 6, 2
2019/3/10, 11, 15, 32, 5, 2
2019/3/11, 16, 14, 30, 9, 3
2019/3/12, 16, 20, 31, 5, 2
2019/3/13, 31, 16, 33, 5, 2
2019/3/14, 23, 13, 30, 7, 2
2019/3/15, 18, 14, 34, 6, 2
2019/3/16, 17, 7, 34, 3, 2
2019/3/17, 10, 17, 32, 8, 3
2019/3/18, 16, 20, 24, 23, 4
2019/3/19, 37, 20, 26, 15, 3
2019/3/20, 45, 16, 20, 15, 2
2019/3/21, 46, 40, 20, 13, 3
2019/3/22, 108, 24, 30, 10, 3
2019/3/23, 55, 19, 32, 12, 3
2019/3/24, 28, 20, 35, 7, 2
2019/3/25, 27, 20, 35, 10, 3
2019/3/26, 23, 17, 31, 9, 3
2019/3/27, 33, 19, 18, 17, 3
2019/3/28, 42, 39, 22, 20, 4
2019/3/29, 97, 44, 29, 21, 4
2019/3/30, 113, 20, 37, 5, 2
2019/3/31, 40, 13, 34, 6, 2
2018/10/1, 13, 14, 25, 6, 2
2018/10/2, 21, 21, 26, 8, 2
2018/10/3, 30, 18, 11, 14, 2
2018/10/4, 37, 24, 18, 15, 3
2018/10/5, 55, 31, 19, 18, 6
2018/10/6, 69, 9, 29, 5, 2
2018/10/7, 11, 12, 20, 16, 3
2018/10/8, 19, 18, 20, 16, 2
2018/10/9, 35, 29, 26, 19, 4
2018/10/10, 74, 20, 21, 14, 3
2018/10/11, 44, 12, 22, 8, 2
2018/10/12, 20, 16, 30, 7, 2
2018/10/13, 32, 15, 32, 7, 2
2018/10/14, 34, 17, 22, 13, 2
2018/10/15, 40, 28, 15, 20, 4
2018/10/16, 58, 22, 23, 15, 3
2018/10/17, 40, 16, 25, 12, 2
2018/10/18, 24, 15, 26, 11, 2
2018/10/19, 21, 27, 19, 19, 4
2018/10/20, 43, 34, 19, 18, 3
2018/10/21, 69, 19, 25, 13, 2
2018/10/22, 27, 25, 22, 6, 2
2018/10/23, 30, 13, 20, 8, 2
2018/10/24, 21, 12, 20, 8, 2
2018/10/25, 17, 12, 24, 9, 2
2018/10/26, 29, 6, 22, 9, 2
2018/10/27, 8, 6, 22, 5, 1
2018/10/28, 11, 9, 17, 8, 2
2018/10/29, 16, 6, 12, 7, 2
2018/10/30, 14, 13, 15, 13, 2
2018/10/31, 25, 10, 10, 15, 2
2018/11/1, 21, 9, 23, 9, 2
2018/11/2, 16, 19, 12, 18, 3
2018/11/3, 42, 29, 6, 19, 4
2018/11/4, 76, 25, 2, 12, 3
2018/11/5, 72, 20, 5, 17, 4
2018/11/6, 51, 11, 16, 10, 2
2018/11/7, 21, 14, 16, 13, 2
2018/11/8, 20, 20, 11, 16, 3
2018/11/9, 46, 9, 16, 7, 2
2018/11/10, 19, 8, 20, 5, 2
2018/11/11, 13, 13, 8, 17, 3
2018/11/12, 32, 17, 19, 14, 2
2018/11/13, 31, 20, 10, 16, 2
2018/11/14, 32, 21, 4, 21, 3
2018/11/15, 49, 25, 2, 17, 3
2018/11/16, 64, 28, 9, 14, 3
2018/11/17, 74, 24, 17, 9, 2
2018/11/18, 65, 8, 17, 6, 2
2018/11/19, 18, 16, 18, 7, 2
2018/11/20, 44, 24, 9, 11, 3
2018/11/21, 72, 36, 4, 11, 3
2018/11/22, 97, 30, 1, 17, 5
2018/11/23, 85, 28, 7, 11, 3
2018/11/24, 76, 33, 4, 9, 3
2018/11/25, 85, 31, 6, 10, 3
2018/11/26, 84, 26, 7, 14, 3
2018/11/27, 73, 16, 6, 14, 3
2018/11/28, 49, 9, 14, 9, 2
2018/11/29, 18, 14, 18, 11, 2
2018/11/30, 24, 14, 17, 10, 2
2018/12/1, 30, 9, 22, 5, 2
2018/12/2, 12, 18, 24, 8, 2
2018/12/3, 29, 11, 18, 18, 3
2018/12/4, 15, 19, 3, 21, 3
2018/12/5, 43, 15, 20, 12, 2
2018/12/6, 26, 8, 25, 6, 2
2018/12/7, 16, 16, 28, 3, 1
2018/12/8, 17, 16, 29, 6, 2
2018/12/9, 21, 13, 28, 11, 2
2018/12/10, 12, 16, 21, 21, 3
2018/12/11, 15, 14, 14, 19, 4
2018/12/12, 27, 14, 11, 10, 2
2018/12/13, 42, 16, 6, 11, 2
2018/12/14, 49, 23, 11, 11, 2
2018/12/15, 64, 22, 10, 12, 3
2018/12/16, 66, 14, 16, 15, 3
2018/12/17, 33, 19, 15, 13, 2
2018/12/18, 34, 13, 14, 12, 2
2018/12/19, 27, 15, 17, 11, 2
2018/12/20, 34, 12, 25, 6, 2
2018/12/21, 22, 14, 24, 6, 2
2018/12/22, 17, 14, 20, 13, 2
2018/12/23, 22, 11, 19, 15, 3
2018/12/24, 15, 16, 22, 11, 2
2018/12/25, 39, 28, 7, 20, 3
2018/12/26, 70, 35, 1, 26, 5
2018/12/27, 90, 39, , 26, 7
2018/12/28, 97, 21, 22, 14, 3
2018/12/29, 47, 18, 25, 9, 2
2018/12/30, 22, , , , 
2018/7/1, 15, 10, 42, 5, 1
2018/7/2, 15, 11, 39, 6, 2
2018/7/3, 18, 14, 36, 4, 1
2018/7/4, 16, 9, 23, 10, 2
2018/7/5, 18, 17, 34, 7, 2
2018/7/6, 34, 13, 32, 5, 1
2018/7/7, 13, 11, 31, 6, 1
2018/7/8, 14, 15, 23, 8, 2
2018/7/9, 30, 18, 28, 7, 2
2018/7/10, 19, 22, 31, 8, 2
2018/7/11, 30, 21, 28, 8, 2
2018/7/12, 32, 17, 30, 7, 1
2018/7/13, 24, 8, 32, 6, 1
2018/7/14, 12, 8, 43, 4, 1
2018/7/15, 11, 16, 57, 6, 2
2018/7/16, 26, 17, 42, 7, 2
2018/7/17, 32, 17, 31, 10, 2
2018/7/18, 22, 21, 35, 11, 2
2018/7/19, 36, 16, 40, 7, 2
2018/7/20, 27, 18, 42, 6, 2
2018/7/21, 32, 15, 44, 8, 2
2018/7/22, 36, 17, 33, 13, 2
2018/7/23, 35, 18, 53, 10, 3
2018/7/24, 34, 20, 49, 11, 2
2018/7/25, 37, 23, 74, 9, 2
2018/7/26, 52, 25, 71, 10, 2
2018/7/27, 41, 22, 40, 7, 2
2018/7/28, 40, 18, 36, 5, 1
2018/7/29, 22, 14, 29, 6, 2
2018/7/30, 21, 11, 30, 7, 2
2018/7/31, 14, 14, 28, 11, 2
2018/8/1, 22, 18, 40, 14, 2
2018/8/2, 33, 22, 48, 14, 2
2018/8/3, 37, 12, 30, 8, 2
2018/8/4, 21, 9, 32, 4, 1
2018/8/5, 13, 13, 24, 7, 2
2018/8/6, 23, 23, 77, 11, 3
2018/8/7, 39, 18, 41, 5, 3
2018/8/8, 40, 15, 31, 10, 2
2018/8/9, 32, 10, 26, 5, 1
2018/8/10, 13, 8, 29, 3, 
2018/8/11, 12, 11, 33, 8, 
2018/8/12, 22, 12, 27, 11, 2
2018/8/13, 34, 9, 31, 4, 2
2018/8/14, 14, 20, 22, 9, 2
2018/8/15, 33, 13, 26, 6, 2
2018/8/16, 24, 10, 26, 6, 2
2018/8/17, 15, 15, 23, 8, 2
2018/8/18, 19, 18, 22, 5, 2
2018/8/19, 33, 13, 19, 9, 2
2018/8/20, 18, 14, 24, 8, 2
2018/8/21, 29, 17, 31, 10, 3
2018/8/22, 46, 19, 15, 11, 2
2018/8/23, 44, 11, 23, 5, 2
2018/8/24, 14, 7, 21, 5, 1
2018/8/25, 7, 10, 30, 6, 1
2018/8/26, 12, 10, 23, 4, 2
2018/8/27, 11, 13, 23, 10, 3
2018/8/28, 25, 26, 23, 14, 4
2018/8/29, 58, 13, 24, 7, 2
2018/8/30, 18, 14, 21, 12, 2
2018/8/31, 17, 12, 32, 8, 2
2018/9/1, 12, 11, 37, 6, 2
2018/9/2, 16, 17, 29, 9, 2
2018/9/3, 33, 33, 32, 11, 3
2018/9/4, 73, 26, 19, 16, 3
2018/9/5, 69, 18, 22, 13, 3
2018/9/6, 42, 9, 25, 8, 2
2018/9/7, 9, 10, 25, 7, 2
2018/9/8, 10, 12, 32, 8, 2
2018/9/9, 18, 14, 27, 7, 2
2018/9/10, 15, 21, 25, 7, 2
2018/9/11, 26, 9, 23, 9, 2
2018/9/12, 8, 12, 24, 11, 3
2018/9/13, 16, 15, 27, 12, 3
2018/9/14, 21, 10, 28, 5, 2
2018/9/15, 10, 16, 29, 9, 2
2018/9/16, 26, 17, 31, 15, 3
2018/9/17, 27, 24, 30, 9, 2
2018/9/18, 39, 19, 26, 8, 2
2018/9/19, 26, 22, 24, 8, 2
2018/9/20, 28, 16, 26, 4, 2
2018/9/21, 16, 10, 23, 6, 2
2018/9/22, 12, 12, 19, 9, 2
2018/9/23, 30, 13, 25, 9, 2
2018/9/24, 9, 11, 21, 13, 2
2018/9/25, 10, 20, 25, 16, 3
2018/9/26, 36, 20, 25, 19, 3
2018/9/27, 39, 18, 24, 9, 2
2018/9/28, 20, 17, 25, 11, 3
2018/9/29, 17, 17, 28, 12, 3
2018/9/30, 31, 11, 25, 9, 2
2018/4/1, 79, 23, 28, 9, 3
2018/4/2, 68, 10, 28, 8, 2
2018/4/3, 34, 8, 28, 10, 2
2018/4/4, 18, 12, 31, 7, 2
2018/4/5, 20, 17, 31, 14, 2
2018/4/6, 27, 15, 35, 10, 2
2018/4/7, 30, 27, 35, 19, 
2018/4/8, 66, 31, 24, 8, 2
2018/4/9, 82, 33, 31, 11, 3
2018/4/10, 94, 31, 24, 9, 2
2018/4/11, 82, 33, 15, 11, 2
2018/4/12, 90, 28, 20, 15, 4
2018/4/13, 83, 31, 30, 14, 1
2018/4/14, 88, 27, 26, 9, 2
2018/4/15, 83, 14, 34, 8, 1
2018/4/16, 34, 18, 40, 10, 2
2018/4/17, 38, 26, 46, 14, 3
2018/4/18, 53, 30, 43, 13, 3
2018/4/19, 66, 47, 49, 25, 4
2018/4/20, 109, 22, 38, 10, 2
2018/4/21, 60, 26, 52, 6, 2
2018/4/22, 56, 15, 34, 7, 2
2018/4/23, 30, 15, 29, 7, 2
2018/4/24, 32, 10, 33, 5, 2
2018/4/25, 20, 12, 33, 5, 2
2018/4/26, 17, 17, 35, 8, 2
2018/4/27, 30, 12, 26, 7, 2
2018/4/28, 41, 18, 27, 7, 2
2018/4/29, 60, 8, 31, 9, 2
2018/4/30, 26, 10, 36, 5, 2
2018/5/1, 16, 14, 38, 8, 2
2018/5/2, 34, 10, 33, 9, 2
2018/5/3, 22, 11, 41, 8, 2
2018/5/4, 19, 15, 44, 8, 2
2018/5/5, 36, 14, 51, 7, 2
2018/5/6, 40, 15, 49, 9, 2
2018/5/7, 38, 19, 64, 10, 2
2018/5/8, 49, 38, 45, 19, 4
2018/5/9, 89, 17, 32, 8, 2
2018/5/10, 41, 14, 40, 5, 2
2018/5/11, 31, 18, 50, 6, 2
2018/5/12, 55, 29, 37, 8, 3
2018/5/13, 78, 26, 54, 7, 2
2018/5/14, 70, 24, 51, 7, 2
2018/5/15, 57, 32, 37, 6, 2
2018/5/16, 63, 25, 30, 4, 2
2018/5/17, 36, 19, 31, 5, 2
2018/5/18, 30, 25, 31, 9, 2
2018/5/19, 52, 29, 43, 10, 2
2018/5/20, 67, 17, 50, 5, 2
2018/5/21, 37, 17, 42, 12, 3
2018/5/22, 44, 22, 49, 10, 2
2018/5/23, 60, 19, 47, 7, 2
2018/5/24, 41, 25, 44, 7, 3
2018/5/25, 77, 25, 62, 9, 3
2018/5/26, 65, 16, 48, 5, 2
2018/5/27, 45, 22, 60, 8, 3
2018/5/28, 51, 32, 48, 6, 3
2018/5/29, 92, 33, 37, 11, 3
2018/5/30, 89, 37, 38, 11, 3
2018/5/31, 95, 28, 42, 13, 3
2018/6/1, 79, 23, 25, 9, 3
2018/6/2, 70, 19, 34, 8, 2
2018/6/3, 58, 13, 41, 7, 2
2018/6/4, 37, 21, 34, 5, 2
2018/6/5, 30, 29, 44, 7, 2
2018/6/6, 37, 27, 60, 13, 2
2018/6/7, 57, 31, 31, 12, 3
2018/6/8, 70, 18, 38, 5, 2
2018/6/9, 42, 17, 38, 4, 2
2018/6/10, 37, 7, 26, 5, 2
2018/6/11, 12, , 26, 7, 2
2018/6/14, 24, 25, 33, 8, 2
2018/6/15, 44, 21, 30, 8, 2
2018/6/16, 36, 17, 27, 3, 2
2018/6/17, 17, 11, 28, 5, 2
2018/6/18, 20, 8, 21, 6, 2
2018/6/19, 19, 11, 19, 8, 2
2018/6/20, 23, 16, 23, 7, 2
2018/6/21, 17, 18, 25, 5, 2
2018/6/22, 15, 16, 33, 7, 2
2018/6/23, 17, 14, 27, 5, 2
2018/6/24, 22, 12, 24, 6, 2
2018/6/25, 16, 18, 33, 6, 2
2018/6/26, 24, 18, 35, 5, 2
2018/6/27, 31, 17, 42, 6, 2
2018/6/28, 29, 13, 37, 6, 1
2018/6/29, 24, 17, 41, 6, 2
2018/6/30, 28, 15, 40, 3, 1
2018/1/7, 15, 9, 17, 9, 3
2018/1/8, 23, 21, 10, 13, 3
2018/1/9, 57, 17, 3, 17, 2
2018/1/10, 54, 26, 6, 17, 2
2018/1/11, 74, 21, 3, 14, 3
2018/1/12, 64, 29, 7, 14, 4
2018/1/13, 82, 24, 10, 10, 4
2018/1/14, 72, 19, 19, 13, 2
2018/1/15, 53, 11, 28, , 2
2018/1/16, 15, 13, 29, 6, 2
2018/1/17, 18, 11, 28, 8, 3
2018/1/18, 18, 9, 25, 10, 3
2018/1/19, 13, 13, 21, 14, 3
2018/1/20, 32, 9, 26, 10, 3
2018/1/21, 18, 15, 22, 10, 2
2018/1/22, 33, 14, 22, 13, 1
2018/1/23, 23, 4, 27, 6, 1
2018/1/24, 7, 13, 27, 14, 1
2018/1/25, 27, 24, 5, 20, 2
2018/1/26, 65, 17, 20, 10, 2
2018/1/27, 43, 12, 23, 5, 1
2018/1/28, 23, 12, 27, 6, 1
2018/1/29, 19, 17, 22, 15, 2
2018/1/30, 19, 10, 27, 10, 2
2018/1/31, 25, 10, 25, 9, 2
2018/2/1, 15, 11, 22, 13, 2
2018/2/2, 16, 9, 15, 17, 3
2018/2/3, 17, 7, 21, 6, 3
2018/2/4, 16, 15, 19, 7, 3
2018/2/5, 45, 16, 20, 10, 3
2018/2/6, 48, 17, 21, 18, 3
2018/2/7, 55, 30, 11, 22, 4
2018/2/8, 77, 29, 15, 16, 3
2018/2/9, 81, 26, 23, 13, 4
2018/2/10, 65, 8, 28, 5, 3
2018/2/11, 11, 12, 27, 10, 3
2018/2/12, 17, 14, 23, 13, 3
2018/2/13, 32, 16, 21, 14, 3
2018/2/14, 43, 15, 21, 11, 3
2018/2/15, 38, 17, 25, 13, 3
2018/2/16, 27, 30, 15, 22, 4
2018/2/17, 66, 42, 14, 19, 4
2018/2/18, 106, 38, 10, 19, 4
2018/2/19, 98, 47, 9, 21, 4
2018/2/20, 126, 47, 23, 15, 4
2018/2/21, 125, 24, 23, 10, 3
2018/2/22, 73, 24, 24, 9, 3
2018/2/23, 71, 15, 26, 5, 2
2018/2/24, 53, 8, 28, 4, 2
2018/2/25, 22, 9, 27, 7, 1
2018/2/26, 20, 6, 28, 7, 1
2018/2/27, 16, 24, 25, 6, 2
2018/2/28, 64, 33, 27, 6, 3
2018/3/1, 67, 41, 28, 7, 3
2018/3/2, 92, 55, 20, 11, 4
2018/3/3, 148, 46, 21, 12, 4
2018/3/4, 120, 15, 25, 13, 3
2018/3/5, 48, 19, 21, 20, 3
2018/3/6, 50, 23, 18, 19, 3
2018/3/7, 72, 14, 27, 11, 2
2018/3/8, 40, 18, 24, 15, 2
2018/3/9, 32, 13, 18, 10, 2
2018/3/10, 46, 14, 17, 12, 3
2018/3/11, 46, 9, 24, 11, 2
2018/3/12, 29, 7, 23, 11, 3
2018/3/13, 23, 12, 25, 12, 2
2018/3/14, 35, 17, 17, 10, 2
2018/3/15, 54, 21, 18, 8, 3
2018/3/16, 76, 19, 29, 3, 2
2018/3/17, 29, 20, 31, 3, 3
2018/3/18, 36, 13, 31, 7, 3
2018/3/19, 35, 17, 32, 14, 2
2018/3/20, 31, 21, 30, 17, 2
2018/3/21, 35, 20, 25, 15, 2
2018/3/22, 45, 23, 27, 13, 2
2018/3/23, 54, 21, 24, 10, 2
2018/3/24, 64, 38, 20, 15, 3
2018/3/25, 109, 19, 23, 20, 3
2018/3/26, 54, 20, 25, 12, 2
2018/3/27, 56, 12, 23, 14, 2
2018/3/28, 45, 12, 32, 12, 2
2018/3/29, 33, 11, 32, 9, 2
2018/3/30, 34, 10, 31, 9, 2
2018/3/31, 38, 21, 28, 9, 3
2017/4/1, 46, 18, 31, 14, 1
2017/4/2, 53, 13, 33, 9, 
2017/4/3, 39, 22, 25, 21, 1
2017/4/4, 65, 21, 33, 13, 1
2017/4/5, 48, 19, 32, 9, 1
2017/4/6, 30, 19, 27, 13, 1
2017/4/7, 36, 12, 31, 9, 1
2017/4/8, 31, 29, 43, 10, 2
2017/4/9, 83, 19, 32, 10, 1
2017/4/10, 44, 12, 34, 7, 1
2017/4/11, 18, 18, 26, 9, 1
2017/4/12, 38, 13, 32, 8, 1
2017/4/13, 21, 13, 34, 12, 1
2017/4/14, 30, 10, 33, 5, 1
2017/4/15, 22, 10, 33, 6, 1
2017/4/16, 15, 6, 36, 6, 
2017/4/17, 15, 6, 34, 9, 
2017/4/18, 12, 8, 37, 6, 
2017/4/19, 23, 18, 35, 12, 1
2017/4/20, 51, 22, 29, 11, 1
2017/4/21, 54, 10, 34, 6, 1
2017/4/22, 20, 6, 33, 7, 
2017/4/23, 12, 14, 23, 12, 
2017/4/24, 35, 6, 31, 7, 
2017/4/25, 7, 7, 27, 11, 1
2017/4/26, 12, 7, 34, 9, 1
2017/4/27, 14, 5, 30, 9, 1
2017/4/28, 17, 7, 33, 9, 1
2017/4/29, 19, 10, 42, 6, 1
2017/4/30, 27, 8, 36, 7, 1
2017/5/1, 28, 20, 28, 12, 1
2017/5/2, 62, 12, 27, 9, 1
2017/5/3, 48, 11, 26, 9, 1
2017/5/4, 37, 9, 33, 7, 1
2017/5/5, 22, 17, 29, 7, 1
2017/5/6, 62, 17, 35, 7, 1
2017/5/7, 57, 12, 35, 7, 
2017/5/8, 18, 13, 32, 10, 1
2017/5/9, 16, 16, 26, 14, 1
2017/5/10, 28, 17, 38, 11, 1
2017/5/11, 44, 10, 31, 8, 1
2017/5/12, 39, 12, 29, 9, 1
2017/5/13, 43, 18, 34, 7, 1
2017/5/14, 49, 15, 29, 13, 1
2017/5/15, 31, 13, 38, 12, 1
2017/5/16, 32, 13, 60, 10, 1
2017/5/17, 23, 15, 31, 10, 1
2017/5/18, 42, 8, 32, 6, 1
2017/5/19, 28, 13, 34, 8, 1
2017/5/20, 39, 13, 36, 8, 1
2017/5/21, 33, 17, 48, 7, 1
2017/5/22, 32, 20, 26, 16, 2
2017/5/23, 45, 18, 29, 12, 1
2017/5/24, 32, 12, 32, 8, 1
2017/5/25, 28, 8, 36, 5, 1
2017/5/26, 13, 14, 60, 6, 1
2017/5/27, 31, 6, 36, 6, 1
2017/5/28, 18, 7, 31, 4, 1
2017/5/29, 20, 12, 30, 6, 
2017/5/30, 36, 12, 29, 10, 1
2017/5/31, 18, 13, 36, 8, 
2017/6/1, 23, 15, 52, 9, 1
2017/6/2, 37, 17, 39, 10, 2
2017/6/3, 51, 10, 32, 4, 1
2017/6/4, 25, 10, 34, 6, 2
2017/6/5, 20, 7, 28, 5, 1
2017/6/6, 15, 13, 29, 4, 1
2017/6/7, 25, 13, 29, 7, 1
2017/6/8, 27, 11, 30, 9, 2
2017/6/9, 29, 19, 39, 7, 2
2017/6/10, 36, 11, 45, 5, 2
2017/6/11, 24, 15, 29, 4, 1
2017/6/12, 27, 9, 29, 6, 1
2017/6/13, 19, 9, 38, 8, 2
2017/6/14, 23, 16, 51, 9, 2
2017/6/15, 40, 16, 26, 7, 2
2017/6/16, 30, 14, 25, 10, 2
2017/6/17, 30, 13, 33, 8, 2
2017/6/18, 35, 10, 17, 11, 2
2017/6/19, 26, , , , 
2017/1/2, 30, 8, 22, 9, 2
2017/1/3, 18, 17, 25, 8, 2
2017/1/4, 30, 9, 23, 12, 2
2017/1/5, 20, 20, 13, 18, 2
2017/1/6, 60, 26, 8, 19, 4
2017/1/7, 79, 10, 17, 17, 3
2017/1/8, 21, 23, 6, 19, 4
2017/1/9, 72, 12, 15, 21, 3
2017/1/10, 26, 17, , 12, 2
2017/1/11, 35, 13, 16, 9, 2
2017/1/12, 27, 9, 28, 9, 2
2017/1/13, 16, 8, 28, 10, 2
2017/1/14, 16, 11, 17, 20, 3
2017/1/15, 24, 12, 16, 18, 3
2017/1/16, 35, 27, 13, 20, 3
2017/1/17, 80, 36, 1, 25, 4
2017/1/18, 102, 32, 5, 25, 4
2017/1/19, 92, 24, 7, 28, 4
2017/1/20, 72, 19, 12, 17, 3
2017/1/21, 66, 42, 1, 28, 6
2017/1/22, 122, 49, , 27, 6
2017/1/23, 140, 20, 5, 24, 4
2017/1/24, 66, 41, 10, 18, 3
2017/1/25, 113, 35, 8, 22, 4
2017/1/26, 95, 30, 6, 27, 4
2017/1/27, 86, 18, 14, 21, 3
2017/1/28, 61, 18, 14, 12, 2
2017/1/29, 59, 9, 21, 12, 2
2017/1/30, 38, 15, 11, 12, 3
2017/1/31, 55, 19, 8, 18, 3
2017/2/1, 66, 16, 7, 16, 3
2017/2/2, 61, 13, 16, 17, 3
2017/2/3, 44, 11, 18, 14, 2
2017/2/4, 32, 18, 14, 15, 3
2017/2/5, 63, 21, 8, 20, 3
2017/2/6, 76, 26, 5, 14, 4
2017/2/7, 87, 32, 9, 12, 3
2017/2/8, 102, 40, 13, 12, 3
2017/2/9, 112, 51, 8, 14, 4
2017/2/10, 140, 62, 9, 15, 5
2017/2/11, 162, 52, 17, 9, 4
2017/2/12, 149, 51, 17, 12, 4
2017/2/13, 147, 43, 19, 20, 4
2017/2/14, 117, 36, 6, 29, 4
2017/2/15, 90, 18, 19, 19, 2
2017/2/16, 47, 17, 18, 17, 3
2017/2/17, 38, 23, 16, 18, 3
2017/2/18, 66, 27, 19, 16, 3
2017/2/19, 80, 13, 13, 15, 2
2017/2/20, 41, 13, 24, 11, 2
2017/2/21, 28, 9, 27, 7, 2
2017/2/22, 22, 7, 30, 6, 2
2017/2/23, 15, 13, 30, 15, 2
2017/2/24, 18, 14, 27, 16, 2
2017/2/25, 38, 14, 26, 8, 2
2017/2/26, 43, 4, 30, 8, 2
2017/2/27, 11, 5, 34, 10, 2
2017/2/28, 14, 10, 24, 13, 2
2017/3/1, 27, 11, 30, 10, 2
2017/3/2, 30, 19, 17, 18, 2
2017/3/3, 43, 9, 23, 12, 2
2017/3/4, 30, 10, 30, 7, 2
2017/3/5, 22, 14, 24, 15, 2
2017/3/6, 41, 19, 27, 13, 2
2017/3/7, 50, 15, 20, 15, 2
2017/3/8, 40, 12, 28, 16, 2
2017/3/9, 25, 16, 27, 18, 2
2017/3/10, 21, 24, 15, 22, 3
2017/3/11, 57, 16, 21, 14, 3
2017/3/12, 44, 22, 17, 21, 4
2017/3/13, 53, 24, 16, 22, 2
2017/3/14, 58, 23, 26, 17, 3
2017/3/15, 46, 35, 25, 26, 3
2017/3/16, 76, 16, 27, 10, 2
2017/3/17, 28, 7, 28, 9, 2
2017/3/18, 19, 14, 28, 5, 2
2017/3/19, 32, 12, 28, 9, 2
2017/3/20, 27, 11, 31, 8, 2
2017/3/21, 17, 16, 27, 14, 2
2017/3/22, 40, 17, 24, 12, 2
